game;elements;description;link;Action;Aventure;RPG;Plate-Forme;FPS;Course;Strategie;Sport;Reflexion;Combat;Simulation;Point'n Click;Infiltration;Gestion;Action RPG;Beat'em All;Survival-Horror;Rythme;Autres;Puzzle-Game;Shoot'em Up;Tactique;Shooter;MMO;MMORPG;Tactical RPG;Creation;TPS;Tir;Adresse;Sandbox;Roguelike;Survie;Open World;Wargame;Hack'n slash;Jeu de cartes;Runner;Dungeon RPG;4X;God Game;Visual Novel;MOBA;Tower Defense;Battle Royale;Ludo-Educatif;Simulation de vie;MMOFPS;City Builder;Jeu de societe;Management
Portal 2;['FPS', 'Réflexion', 'Adresse'];Portal 2, suite du premier opus du même nom, est un jeu de réflexion en vue FPS. Shell, l’héroïne, doit une fois de plus essayer de s'échapper du complexe d'Aperture Science en utilisant le Portal Gun, sorte de pistolet permettant de créer des portails. GlaDOS est de retour, mais on découvre aussi de nouveaux personnages comme Weathley. Un mode deux joueurs est également disponible.;http://www.jeuxvideo.com/jeux/jeu-68897/;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dead Space 2;['Action', 'Survival-Horror'];Dead Space 2 est un survival-horror qui fait suite au premier opus de la série. Isaac est en mission sur une station géante dévastée, The Sprawl, et doit de nouveau faire face aux Nécromorphes, avec un panel d'armes plus large et dans des environnements plus variés.;http://www.jeuxvideo.com/jeux/jeu-73504/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rock Band 3;['Rythme'];Rock Band 3 est un jeu de rythme sur Wii. Avec plus de 80 nouveaux morceaux, le titre propose un nouveau clavier de deux octaves afin d'ouvrir des perspectives inédites de rythme. Avec la possibilité de joindre une batterie, micro et guitare, devenez un groupe à part entière avec vos amis.;http://www.jeuxvideo.com/jeux/jeu-71407/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Super Mario Galaxy 2;['Plate-Forme'];Jeu de plates-formes, Super Mario Galaxy 2 réintroduit Mario dans une nouvelle aventure qui prend place confins de l'espace. Mario défie à nouveau la loi de la gravité pour partir explorer une myriade de planètes inédites. Yoshi fait également son grand retour dans cet épisode qui renferme par moins de 240 étoiles à dénicher, le challenge ayant été revu à la hausse pour séduire les inconditionnels de la série.;http://www.jeuxvideo.com/jeux/jeu-69948/;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
God of War III sur PS3;"[""Beat'em All""]";God of War III est un beat'em all prenant place dans un univers mythologique, vous permettant d'incarner Kratos. A l'aide des Titans, vivez l'apothéose de la vengeance sanglante et brutale de Kratos, envers les dieux de l'Olympe.;http://www.jeuxvideo.com/jeux/jeu-64457/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bayonetta;"[""Beat'em All""]";Bayonetta est un Beat'em all mettant en scène la puissante et magnifique sorcière du même nom. Celle-ci doit combattre de nombreux ennemis, souvent colossaux, envoyés par le ciel dans des mises en scène particulièrement impressionnantes.;http://www.jeuxvideo.com/jeux/jeu-68335/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uncharted 2 : Among Thieves Edition Remastérisée;['Action', 'Aventure'];Le chasseur de trésors Nathan Drake fait son retour dans Uncharted 2 : Among Thieves, un jeu mêlant aventure, action et tir à la troisième personne. Le héros se retrouve embarqué dans une expédition à la recherche de la légendaire vallée de Shambhala, dans l'Himalaya. Il est accompagné d'un grand criminel de guerre qui ne semble pas seulement chercher les trésors.;http://www.jeuxvideo.com/jeux/jeu-66967/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gears of War 2 sur 360;['Action'];Dans Gears of War 2 sur Xbox 360, vous retrouvez une vieille connaissance, Marcus Fenix ainsi que l'équipe Delta face aux Locustes, dans un combat sanglant et intense. Il vous faudra avancer seul ou en équipe pour suivre le déroulement du scénario qui est une suite directe du premier volet.;http://www.jeuxvideo.com/jeux/xbox-360/00021201-gears-of-war-2.htm;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Super Mario Galaxy;['Plate-Forme'];Super Mario Galaxy est un jeu de plates-formes sur la Wii de Nintendo. C'est dans l'espace et à la découverte de nombreuses galaxies que vous devez cette fois diriger Mario. A vous d'aider le célèbre plombier dans sa mission de collecte d'étoiles. Soixantaine d'entre elles suffisent pour finir le jeu, mais au total, ce sont plus de 120 étoiles qui vous attendent. Mario va trouver sur son chemin de nombreux bonus et champignons pour l'aider dans sa quête.;http://www.jeuxvideo.com/jeux/jeu-64692/;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bioshock;['FPS', 'Aventure'];Jeu de tir à la première personne (FPS), Bioshock vous entraîne dans les profondeurs de l'océan atlantique pour explorer les ruines d'une gigantesque cité sous-marine ravagée par la folie de ses créateurs. Perdu au cœur de cette dystopie mâtinée d'abomination scientifique, le joueur devra lutter à l'aide de plasmides (sortes de modules qui modifient l'ADN afin d'acquérir de puissants pouvoirs) contre des habitants qui ont depuis longtemps renié leur humanité.;http://www.jeuxvideo.com/jeux/jeu-64363/;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Final Fantasy XII sur PS2;['RPG'];Jeu de rôle, Final Fantasy XII est le douzième volet de la série. Il se différencie de ses prédécesseurs à travers une nouvelle approche des combats plus dynamique, vous permettant d'être plus libre de vos mouvements. Parcourez le vaste monde du titre pour découvrir une histoire riche en rebondissements et en magie.;http://www.jeuxvideo.com/jeux/jeu-61600/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Okami;['Action', 'Aventure'];Okami est un jeu d'aventure et d'action. Le titre dispose d'un aspect graphique très particulier, et vous propose d'incarner la déesse Amaterasu réincarnée en un magnifique loup blanc, dans une quête pour redonner de la vie et de la couleur dans votre monde, terrorisé par de nombreux ennemis qui font régner les ténèbres. Battez-vous au moyen d'un pinceau, véritable prolongement du personnage qu'on incarne, et utilisez-le également pour avancer dans l'histoire.;http://www.jeuxvideo.com/jeux/jeu-62799/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Legend of Zelda : Twilight Princess;['Action', 'Aventure', 'RPG'];The legend of Zelda : Twilight Princess est un jeu d'aventure se déroulant dans le monde d'Hyrule. La dimension des ombres menace d'envahir le royaume et le héros, Link, changé en loup, devra affronter mille dangers pour sauver les enfants de son village et le monde en compagnie de l'énigmatique et sarcastique Midona.;http://www.jeuxvideo.com/jeux/jeu-63777/;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metal Gear Solid 3 Subsistence sur PS2;['Action', 'Infiltration'];MGS3 Subsistance est une version étendue du titre original Snake Eater. Tenant sur trois DVDs, le jeu propose un nouveau système de caméra libre, un mode de jeu online, une réédition des épisodes sortis sur MSX et un film de plus de 3 heures retraçant l'ensemble du scénario. Divers autres bonus sont aussi présents pour cette réédition d'un des plus grands classiques de la PS2.;http://www.jeuxvideo.com/jeux/playstation-2-ps2/00014655-metal-gear-solid-3-subsistence.htm;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Quest : L'Odyssée du Roi Maudit;['RPG'];Dragon Quest : L'Odyssée du Roi Maudit est un jeu de rôle dans lequel le joueur part à la recherche d'un remède pour le roi Trode, transformé en crapaud par une malédiction. Accompagné de ses compagnons, il devra parcourir le monde pour sauver le royaume pétrifié.;http://www.jeuxvideo.com/jeux/jeu-62031/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shadow of the Colossus;['Action', 'Aventure'];Jeu d'action et d'aventure, Shadow of the Colossus vous plonge dans un monde empreint de poésie dans lequel vous incarnez un jeune héros, Wanda, accompagné de son fidèle destrier Argo à la recherche d'un pouvoir mystique. Ce pouvoir est gardé par 16 colosses qui peuplent le monde, il vous faut les trouver pour réveiller l'être aimée. Parcourez un monde sans frontière pour poursuivre votre but et laissez-vous porter dans un univers onirique.;http://www.jeuxvideo.com/jeux/jeu-63300/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SoulCalibur III sur PS2;['Combat'];SoulCalibur III sur PS2 est un jeu de combat se déroulant dans des arènes en 3D. Les combattants sont tous dotés d'une arme blanche spécifique. Le jeu propose de nombreux modes : une histoire aux multiples embranchements pour chaque personnage, un éditeur de combattant, et un mode Chroniques de l'épée mêlant stratégie et combat dans lequel vous dirigez une petite équipe.;http://www.jeuxvideo.com/jeux/playstation-2-ps2/00014267-soulcalibur-iii.htm;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baten Kaitos sur NGC;['RPG'];Baten Kaitos est un jeu de rôle sur Gamecube où vous dirigez un groupe de héros dont le destin est de sauver le monde. Nous sommes à une époque où la Terre et l'Océan ne sont plus que des légendes. De vastes îles lévitant très haut dans le Ciel ont pris la place des continents. Les créatures seront nombreuses sur votre route mais vous pourrez les battre en vous frayant un chemin grâce à un système de combat original et novateur basé sur des cartes.;http://www.jeuxvideo.com/jeux/gamecube-ngc/00011735-baten-kaitos.htm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Resident Evil 4;['Action', 'Survival-Horror'];Faisant virer la série vers le jeu d'action, Resident Evil 4 est un survival-horror dans lequel le joueur incarne Leon S. Kennedy. Ce dernier est à la recherche d'Ashley, la fille du président des USA, qui est détenue par des terroristes aux plans peu louables. L'action se déroule dans un petit village espagnol reculé, alors que la population semble se comporter de façon étrange et particulièrement agressive...;http://www.jeuxvideo.com/jeux/jeu-58628/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metal Gear Solid 3 : Snake Eater;['Action', 'Infiltration'];Metal Gear Solid 3 : Snake Eater est un jeu d'infiltration se passant avant les précédents épisodes. Pendant la guerre froide, Naked Snake doit s'infiltrer sur le territoire russe pour y récupérer un scientifique. Il devra utiliser toutes ses armes et ses gadgets pour parcourir les différentes zones, de la jungle au complexe militaire.;http://www.jeuxvideo.com/jeux/jeu-61861/;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tales of Symphonia;['RPG'];Dans Tales of Symphonia, le joueur suit une équipe de huit personnages, Lloyd Irving en tête, dans leur quête pour sauver le monde. Ce jeu de rôle est jouable en combat jusqu'à quatre et propose une longue histoire et un vaste univers à explorer, ainsi que de nombreuses quêtes annexes.;http://www.jeuxvideo.com/jeux/jeu-62244/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prince of Persia : Les Sables du Temps;['Action', 'Aventure', 'Plate-Forme'];Prince of Persia : Les Sables du Temps est un jeu de plates-formes/action sur Gameboy Advance. Vous incarnez à nouveau le jeune prince qui commet l'erreur d'ouvrir un sablier maléfique condamnant immédiatement les âmes des habitants du palais. Le diabolique Vizir est encore une fois derrière tout ça, et c'est en arpentant le palais secondé par Farah que le joueur devra mettre un terme à la malédiction.;http://www.jeuxvideo.com/jeux/jeu-61689/;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SoulCalibur II;['Combat'];SoulCalibur II est un jeu de combat sur Gamecube. Mesurez-vous à une pléiade d'adversaires en duels armés dans des décors sublimes et tentez d'aller jusqu'au bout pour détruire l'épée maléfique. 13 personnages sont disponibles, ainsi qu'un personnage bonus propre à chaque console (Heihachi sur PS2, Link sur GC et Spawn sur Xbox). Divers modes de jeu sont disponibles, tels que Combat en équipe, Arcade, Contre la montre, Combat VS et Maître d'armes.;http://www.jeuxvideo.com/jeux/jeu-58671/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metroid Prime sur NGC;['Action', 'FPS'];Metroid Prime est un jeu d'action en vue à la première personne qui vous met dans la peau de la célèbre chasseuse de primes, Samus. Une matière inconnue du nom de Phazon s'écrase sur la planète Tallon IV et y détruit la faune et la flore. Des pirates de l'espace tentent de contrôler le Phazon, Samus essaie de les en empêcher.;http://www.jeuxvideo.com/jeux/jeu-60945/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Splinter Cell;['Action', 'Infiltration'];Splinter Cell est un jeu d'infiltration sur Xbox. Vous êtes Sam Fisher, le meilleur agent d'une entité secrète de la National Security Agency et accessoirement le dernier recours de votre gouvernement dans sa lutte contre le terrorisme. Infiltrez-vous dans des univers d'ombre et de lumière et forcez l'ennemi à coopérer ou utilisez-le comme bouclier humain. Vos armes et vos équipements sont issus de la plus haute technologie.;http://www.jeuxvideo.com/jeux/jeu-61056/;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arx Fatalis;['RPG'];Arx Fatalis est un jeu de rôle médiéval fantastique à la première personne sur PC. L'humanité et toutes sortes de monstres vivent sous la surface, dans d'immenses souterrains. Pour survivre, le joueur doit faire cuire sa nourriture, récupérer de l'équipement, remplir des quêtes et apprendre des sortilèges. Ces derniers sont lancés en traçant des symboles runiques à l'écran.;http://www.jeuxvideo.com/jeux/jeu-60967/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metal Gear Solid 2 : Sons of Liberty sur PS2;['Action', 'Infiltration'];MGS2 : Sons of Liberty est un jeu d'infiltration/action sorti sur PS2. Dans cet opus le joueur incarne Snake puis Raiden dans une lutte contre la prolifération du Metal Gear. Equipé de divers armes et gadgets, il doit s'infiltrer pour arriver au but, mais libre à lui d'utiliser la manière forte. S'enchaînent alors phases d'infiltration, d'action, de boss. Le scénario dense comte de nombreuses cinématiques pour un jeu très proche du 7ème art.;http://www.jeuxvideo.com/jeux/jeu-57592/;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Final Fantasy VI;['RPG'];Final Fantasy VI est un jeu de rôle japonais à l'univers sombre. Dans cet épisode, la technologie Magitek a pris le pas sur la magie, 1000 ans après une grande guerre, et l'Empire règne d'une main de fer sur le monde. Le héros, Lock, dirige un groupe de rebelles, les Returners, et essaye de se retourner contre cette super-puissance.;http://www.jeuxvideo.com/jeux/jeu-58435/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conker's Bad Fur Day sur N64;['Action', 'Plate-Forme'];Conker's Bad Fur Day sur Nintendo 64 est un jeu de plates-formes mettant en scène un écureuil avec une gueule de bois du tonnerre qui va tenter de rentrer chez lui après une soirée agitée. Evoluez dans un univers caricatural où se mêlent violence, obscénités et parodies.;http://www.jeuxvideo.com/jeux/jeu-58504/;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Half-Life : Counter-Strike sur PC;['Action', 'FPS'];Créé à partir du célèbre moteur de Half-Life, Counter-Strike sur PC est un jeu de tir à la première personne se jouant exclusivement en ligne. Le jeu, qui compte une grande communauté, vous permet de choisir votre camp entre les terroristes et les contre-terroristes. Plusieurs objectifs différents en fonction du camp adopté et de la carte choisie doivent être menés à bien afin de remporter la partie. Vous disposez également d'un large choix d'armes existantes afin de renforcer l'immersion.;http://www.jeuxvideo.com/jeux/pc/00005085-half-life-counter-strike.htm;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Legend of Zelda : Majora's Mask;['Action', 'Aventure', 'RPG'];The Legend of Zelda : Majora's Mask est la suite d'Ocarina of Time. Link arrive dans le monde de Termina après une rencontre mouvementé avec Skull Kid, un étrange garçon possédant le dangereux masque de Majora. Dans ce jeu d'action/aventure en 3D, le joueur a trois jours pour sauver le monde de la lune qui menace de s'abattre et récupérer ce qui lui a été volé...;http://www.jeuxvideo.com/jeux/jeu-57338/;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baldur's Gate II : Shadows of Amn;['RPG'];Baldur's Gate II : Enhanced Edition est un remake de Baldur's Gate II : Shadows of Amn et de son extension, Baldur's Gate II : Throne of Bhaal. Ce jeu de rôle reprend le principe de son aîné (Baldur's Gate) et propose la création d'un personnage parmi diverses classes, caractéristiques et compétences.;http://www.jeuxvideo.com/jeux/jeu-63179/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dead or Alive 2;['Combat'];Plastique généreuse des combattantes, technicité, intensité des affrontements. Voici ce qui caractérise Dead or Alive 2 sur Dreamcast, jeu de baston faisant office de figure de proue du genre. Une douzaine de personnages, de nombreux modes de jeu ainsi qu'une douzaine d'arènes sont au programme de cet épisode.;http://www.jeuxvideo.com/jeux/jeu-57537/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vagrant Story;['RPG'];Vagrant Story est un jeu de rôle sur Playstation. Vous incarnez Ashley Riot, agent secret pour le compte des forces royales, et allez tenter de lever le voile sur de terribles secrets que recèle la cité maudite de Léa Mundis. Vous devez ruser, apprendre à maîtriser l'art de la magie et faire montre de vos talents de combattant pour réussir à venir à bout des dangers qui vous guettent.;http://www.jeuxvideo.com/jeux/jeu-57581/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EverQuest : The Ruins of Kunark sur PC;['MMO', 'RPG'];The Ruins of Kunark est la première extension du jeu de rôle massivement multijoueur Everquest, sur PC. Autrefois puissant, l'empire des hommes-lézards est sur le déclin. Leurs villes tombent en ruine et sont désormais habitées par des monstres exotiques. Le continent de Kunark est alors envahi par des elfes qui cherchent à l'exploiter.;http://www.jeuxvideo.com/jeux/pc/00003501-everquest-the-ruins-of-kunark.htm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ISS Pro Evolution sur PS1;['Sport'];ISS Pro Evolution est un jeu de football sur Playstation. Si les licences de joueurs sont aux abonnés absents, les équipes nationales sont bien là ainsi que 10 stades fidèlement représentés. Il est possible de modifier les options météo et l'efficacité de l'intelligence artificielle, sans oublier les 9 angles de caméras différents. Jusqu'à quatre joueurs peuvent s'affronter simultanément.;http://www.jeuxvideo.com/jeux/playstation-ps1/00008860-iss-pro-evolution.htm;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
